col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
    900, NGC7550, NGC7550, 348.81699,  18.96150,  0.01690,   52.570, 4.39E+05, 2.99E+05,  0.01675,       1,       0
    901, NGC7549, NGC7549, 348.82199,  19.04180,  0.01570,   55.780, 4.23E+05, 2.86E+05,  0.01543,       1,       1
    902, NGC7563, NGC7563, 348.98300,  13.19610,  0.01430,   59.200, 3.84E+05, 2.52E+05,  0.01434,       1,       1
    903, NGC7562, NGC7562, 348.98959,   6.68750,  0.01200,   71.060, 3.88E+05, 2.24E+05,  0.01202,       1,       1
    904, NGC7591, NGC7591, 349.56769,   6.58580,  0.01650,   53.970, 4.43E+05, 3.01E+05,  0.01634,       1,       1
    905, UGC12494, UGC12494, 349.71899,   6.87690,  0.01400,   52.400, 2.47E+05, 1.61E+05,  0.01622,       1,       1
    906, IC5309, IC5309, 349.79849,   8.10950,  0.01400,   47.430, 1.82E+05, 1.18E+05,  0.01381,       1,       1
    907, NGC7608, NGC7608, 349.81381,   8.35010,  0.01170,   55.410, 1.72E+05, 9.89E+04,  0.01158,       1,       1
    908, NGC7611, NGC7611, 349.90250,   8.06340,  0.01110,   56.160, 1.50E+05, 8.57E+04,  0.01083,       1,       0
    909, UGC12519, UGC12519, 350.01151,  15.95280,  0.01460,   52.870, 2.87E+05, 1.89E+05,  0.01471,       1,       1
    910, UGC12518, UGC12518, 350.05310,   7.93220,  0.01260,   52.580, 1.81E+05, 1.17E+05,  0.01287,       1,       1
    911, NGC7619, NGC7619, 350.06049,   8.20620,  0.01260,   75.110, 5.44E+05, 3.27E+05,  0.01275,       1,       0
    912, NGC7623, NGC7623, 350.12500,   8.39580,  0.01230,   52.390, 1.66E+05, 9.76E+04,  0.01222,       1,       0
    913, NGC7625, NGC7625, 350.12561,  17.22560,  0.00540,   48.620, 5.27E+03, 7.52E+03,  0.00557,       1,       1
    914, NGC7631, NGC7631, 350.36111,   8.21760,  0.01250,   63.570, 3.18E+05, 1.90E+05,  0.01245,       1,       1
    915, NGC7653, NGC7653, 351.20569,  15.27560,  0.01420,   50.290, 2.29E+05, 1.50E+05,  0.01417,       1,       1
    916, NGC7671, NGC7671, 351.83060,  12.46740,  0.01350,   51.800, 2.11E+05, 1.33E+05,  0.01294,       1,       0
    917, NGC7683, NGC7683, 352.26590,  11.44520,  0.01240,   67.200, 3.65E+05, 2.16E+05,  0.01227,       1,       1
    918, UGC12633, UGC12633, 352.55688,  15.76100,  0.01390,   47.820, 1.83E+05, 1.18E+05,  0.01416,       1,       1
    919, NGC7684, NGC7684, 352.63351,   0.08110,  0.01720,   48.080, 3.53E+05, 2.41E+05,  0.01726,       1,       1
    920, NGC7691, NGC7691, 353.10172,  15.84790,  0.01350,   52.210, 2.16E+05, 1.36E+05,  0.01354,       1,       0
    921, UGC12653, UGC12653, 353.12479,  14.81680,  0.01340,   60.960, 3.44E+05, 2.16E+05,  0.01346,       1,       0
    922, UGC12688, UGC12688, 353.85870,   7.32210,  0.01740,   53.630, 5.10E+05, 3.48E+05,  0.01756,       1,       1
    923, NGC7711, NGC7711, 353.91409,  15.30200,  0.01350,   65.460, 4.39E+05, 2.78E+05,  0.01342,       1,       0
    924, NGC7716, NGC7716, 354.13101,   0.29730,  0.00850,   53.840, 6.06E+04, 4.41E+04,  0.00861,       1,       1
    925, NGC7722, NGC7722, 354.67169,  15.95460,  0.01340,   56.890, 2.76E+05, 1.74E+05,  0.01328,       1,       0
    926, UGC12723, UGC12723, 354.85001,  10.85000,  0.01820,   50.700, 4.91E+05, 3.40E+05,  0.01849,       1,       0
    927, NGC7738, NGC7738, 356.00861,   0.51660,  0.02280,   62.000, 1.45E+06, 1.73E+06,  0.02235,       1,       1
    928, UGC12767, UGC12767, 356.29251,   7.04210,  0.01760,   53.670, 5.29E+05, 3.62E+05,  0.01766,       0,       0
    929, UGC12810, UGC12810, 357.77609,   1.05670,  0.02700,   47.230, 1.28E+06, 1.36E+06,  0.02715,       1,       1
    930, UGC12816, UGC12816, 357.96121,   3.08280,  0.01780,   50.730, 4.57E+05, 3.13E+05,  0.01773,       1,       1
    931, NGC7782, NGC7782, 358.47449,   7.97060,  0.01790,   71.240, 1.33E+06, 9.13E+05,  0.01778,       1,       0
    932, NGC7783NED01, NGC7783NED01, 358.54199,   0.38290,  0.02620,   51.450, 1.51E+06, 1.57E+06,  0.02607,       1,       1
    933, NGC7787, NGC7787, 359.03259,   0.54950,  0.02220,   47.100, 7.09E+05, 8.36E+05,  0.02202,       1,       0
    934, UGC12857, UGC12857, 359.19800,   1.35520,  0.00820,   59.000, 7.08E+04, 5.43E+04,  0.00827,       1,       0
    935, UGC12864, UGC12864, 359.34970,  30.99210,  0.01560,   54.690, 3.88E+05, 2.61E+05,  0.01570,       1,       1
    936, MCG-01-01-012, MCG-01-01-012, 359.79501,  -4.19160,  0.01930,   45.100, 4.06E+05, 2.95E+05,  0.01897,       1,       1
    937, NGC7800, NGC7800, 359.90311,  14.80700,  0.00580,   67.610, 3.75E+04, 4.87E+04,  0.00638,       1,       1
